,experiment,hour,device_make,platform_os,browser,yes
10904,control,11,Apple,101,7,0.0
10905,exposed,0,Google,101,6,1.0
10906,control,18,Apple,101,15,0.0
10907,exposed,15,Google,101,6,1.0
10908,exposed,21,Google,101,6,1.0
10909,control,2,Apple,101,6,0.0
10910,exposed,0,Samsung,156,6,1.0
10911,control,0,Apple,101,7,0.0
10912,exposed,3,Google,101,6,1.0
10913,control,0,Apple,178,6,0.0
10914,exposed,4,Apple,178,7,0.0
10915,exposed,16,Samsung,162,15,0.0
10916,control,4,Apple,101,7,0.0
10917,exposed,2,Samsung,101,15,0.0
10918,exposed,19,Samsung,101,6,1.0
10919,exposed,12,Motorola,162,6,0.0
10920,exposed,0,Samsung,101,6,1.0
10921,control,13,Apple,101,7,0.0
10922,exposed,2,Samsung,101,6,0.0
10923,control,4,Apple,171,7,0.0
10924,exposed,22,Google,101,6,1.0
10925,exposed,0,Samsung,162,15,1.0
10926,control,2,Apple,101,7,1.0
10927,exposed,3,Google,101,6,1.0
10928,exposed,18,Samsung,101,6,0.0
10929,exposed,14,Samsung,101,6,1.0
10930,exposed,18,Google,101,6,1.0
10931,exposed,10,Apple,178,7,1.0
10932,control,19,Apple,101,7,0.0
10933,exposed,13,Google,101,6,1.0
10934,control,21,OnePlus,162,6,0.0
10935,exposed,21,OnePlus,162,15,1.0
10936,control,12,Samsung,156,6,0.0
10937,exposed,1,Google,101,6,1.0
10938,exposed,21,Google,101,6,1.0
10939,exposed,17,Google,101,6,1.0
10940,exposed,23,Apple,101,6,1.0
10941,control,3,Apple,101,15,0.0
10942,control,4,Apple,101,6,0.0
10943,control,18,Apple,101,7,0.0
10944,control,9,Apple,101,7,0.0
10945,control,3,Huawei,155,6,1.0
10946,exposed,14,Apple,167,15,0.0
10947,exposed,6,Google,101,6,1.0
10948,exposed,17,Google,101,6,1.0
10949,exposed,23,Apple,101,6,0.0
10950,exposed,7,Apple,178,15,1.0
10951,control,20,Samsung,162,6,0.0
10952,control,15,Apple,101,7,0.0
10953,exposed,21,Motorola,155,6,0.0
10954,exposed,15,Samsung,101,6,1.0
10955,exposed,9,Apple,101,15,0.0
10956,exposed,21,Samsung,101,6,0.0
10957,exposed,0,Google,101,6,1.0
10958,exposed,4,Samsung,101,15,1.0
10959,exposed,21,Samsung,162,6,0.0
10960,control,2,Apple,101,7,0.0
10961,control,6,Apple,101,15,0.0
10962,exposed,19,Apple,178,6,1.0
10963,exposed,0,Samsung,101,6,0.0
10964,exposed,4,Samsung,101,6,1.0
10965,control,16,Samsung,162,6,1.0
10966,exposed,7,Google,101,6,1.0
10967,exposed,0,Apple,101,7,1.0
10968,exposed,3,Google,101,6,1.0
10969,exposed,23,Apple,178,15,0.0
10970,exposed,20,Samsung,101,6,1.0
10971,exposed,0,Apple,101,7,0.0
10972,exposed,18,Google,101,6,1.0
10973,exposed,4,Samsung,101,6,1.0
10974,exposed,2,Samsung,101,6,1.0
10975,control,11,Apple,101,15,1.0
10976,control,6,Apple,101,7,0.0
10977,exposed,23,Apple,178,7,1.0
10978,exposed,16,Samsung,101,6,1.0
10979,exposed,21,Samsung,156,6,1.0
10980,exposed,1,Samsung,162,15,1.0
10981,control,6,Motorola,162,6,0.0
10982,exposed,20,Samsung,101,6,1.0
10983,control,20,Google,162,6,0.0
10984,exposed,1,Samsung,101,6,1.0
10985,exposed,0,Google,162,6,0.0
10986,exposed,9,Apple,101,7,0.0
10987,exposed,16,Google,101,15,1.0
10988,exposed,18,Apple,101,15,0.0
10989,exposed,2,Samsung,101,6,1.0
10990,exposed,18,Samsung,101,6,0.0
10991,exposed,16,Google,101,6,0.0
10992,exposed,11,Apple,101,15,0.0
10993,exposed,0,Motorola,156,6,1.0
10994,exposed,16,HTC,162,6,1.0
10995,exposed,18,Apple,101,7,1.0
10996,control,5,LG,156,12,0.0
10997,control,4,Apple,175,6,1.0
10998,exposed,1,Samsung,179,6,1.0
10999,exposed,7,Samsung,101,6,1.0
11000,exposed,7,Samsung,101,6,0.0
11001,control,4,Apple,101,6,0.0
11002,control,2,Samsung,162,6,0.0
11003,control,14,Apple,101,15,0.0
11004,control,14,Apple,101,7,0.0
11005,exposed,18,Apple,101,15,1.0
11006,exposed,5,Samsung,101,6,1.0
11007,control,3,OnePlus,162,6,0.0
11008,exposed,16,Samsung,101,6,1.0
11009,exposed,8,Apple,177,15,0.0
11010,control,11,Apple,178,15,0.0
11011,control,2,Apple,101,15,0.0
11012,exposed,1,Google,101,6,1.0
11013,exposed,22,Samsung,101,6,0.0
11014,exposed,20,Samsung,101,6,1.0
11015,control,6,Apple,174,7,1.0
11016,exposed,0,Samsung,101,6,1.0
11017,exposed,19,Samsung,162,6,0.0
11018,control,12,Samsung,101,6,0.0
11019,exposed,2,Samsung,155,15,0.0
11020,exposed,22,Samsung,162,6,1.0
11021,control,4,Apple,101,7,0.0
11022,control,16,Apple,178,7,0.0
11023,exposed,3,Google,101,6,1.0
11024,control,17,Apple,101,7,1.0
11025,control,18,Motorola,156,6,1.0
11026,exposed,22,Google,101,6,1.0
11027,control,7,Apple,101,7,1.0
11028,exposed,21,Samsung,156,6,1.0
11029,exposed,21,Samsung,101,6,1.0
11030,exposed,2,Samsung,101,15,1.0
11031,control,8,Apple,173,6,0.0
11032,exposed,14,Samsung,101,6,1.0
11033,exposed,5,Apple,178,7,0.0
11034,control,12,Samsung,162,6,0.0
11035,control,5,Apple,101,15,0.0
11036,exposed,1,Apple,101,15,0.0
11037,exposed,17,Samsung,101,6,1.0
11038,exposed,23,Apple,101,6,1.0
11039,exposed,16,Google,101,6,1.0
11040,exposed,2,Apple,101,7,0.0
11041,exposed,15,Apple,101,15,0.0
11042,control,5,Samsung,162,6,0.0
11043,control,19,Apple,101,6,0.0
11044,control,19,Apple,101,15,0.0
11045,exposed,18,Samsung,101,15,1.0
11046,exposed,9,Apple,101,15,0.0
11047,exposed,9,Apple,101,7,1.0
11048,exposed,0,Samsung,155,15,1.0
11049,exposed,18,Google,101,6,1.0
11050,exposed,1,Samsung,101,15,1.0
11051,control,15,Apple,101,6,0.0
11052,control,2,Apple,178,6,0.0
11053,exposed,3,Samsung,101,6,0.0
11054,exposed,14,Apple,101,15,1.0
11055,control,6,Apple,101,7,0.0
11056,exposed,2,Samsung,101,6,1.0
11057,exposed,7,Samsung,101,6,1.0
11058,exposed,4,Samsung,101,6,1.0
11059,control,13,Samsung,101,6,0.0
11060,control,13,Apple,178,15,1.0
11061,exposed,0,Samsung,101,6,0.0
11062,exposed,2,Samsung,156,15,1.0
11063,exposed,16,Samsung,101,15,1.0
11064,exposed,4,Samsung,101,6,1.0
11065,control,5,Apple,101,15,0.0
11066,control,4,Apple,101,7,0.0
11067,exposed,2,Google,101,6,1.0
11068,control,2,Apple,173,7,0.0
11069,control,5,Apple,101,7,0.0
11070,exposed,15,Google,101,15,1.0
11071,exposed,2,Samsung,101,6,1.0
11072,exposed,14,Samsung,101,6,1.0
11073,control,0,Apple,174,7,0.0
11074,control,14,Apple,101,15,0.0
11075,exposed,3,Samsung,101,6,1.0
11076,exposed,19,Apple,101,15,0.0
11077,control,1,Apple,101,7,1.0
11078,exposed,7,Samsung,101,6,1.0
11079,control,0,Apple,101,7,1.0
11080,exposed,4,Apple,178,7,1.0
11081,control,4,Apple,101,7,0.0
11082,control,4,Apple,101,15,0.0
11083,exposed,18,Google,101,6,1.0
11084,exposed,19,Google,101,6,1.0
11085,control,22,Apple,178,15,0.0
11086,exposed,7,Google,101,6,1.0
11087,exposed,0,Apple,180,7,0.0
11088,exposed,1,Samsung,101,6,1.0
11089,control,8,Apple,101,7,0.0
11090,control,17,Apple,101,7,0.0
11091,exposed,14,Samsung,101,6,1.0
11092,exposed,9,Samsung,101,15,1.0
11093,control,4,Apple,178,15,0.0
11094,control,5,Apple,101,7,0.0
11095,exposed,19,Samsung,101,6,1.0
11096,exposed,0,Samsung,162,6,1.0
11097,exposed,0,Samsung,101,15,1.0
11098,exposed,3,Samsung,101,15,1.0
11099,control,3,Apple,101,15,0.0
11100,control,4,Apple,101,15,0.0
11101,exposed,0,Samsung,101,6,1.0
11102,exposed,9,Samsung,101,6,1.0
11103,exposed,4,Apple,101,7,1.0
11104,control,4,Apple,101,7,0.0
11105,control,2,Apple,101,6,0.0
11106,exposed,3,Apple,101,7,0.0
11107,exposed,3,Google,101,6,1.0
11108,exposed,0,Google,101,6,1.0
11109,control,16,Apple,178,7,0.0
11110,exposed,6,Samsung,101,6,0.0
11111,exposed,14,Google,101,6,1.0
11112,exposed,19,Samsung,101,6,1.0
11113,exposed,20,Samsung,162,6,0.0
11114,exposed,0,Samsung,179,6,1.0
11115,exposed,19,Apple,101,7,0.0
11116,control,16,Apple,101,6,0.0
11117,exposed,4,Samsung,101,6,1.0
11118,exposed,23,Samsung,101,6,1.0
11119,exposed,15,Google,101,6,1.0
11120,exposed,20,Samsung,101,6,1.0
11121,exposed,1,Samsung,156,15,1.0
11122,exposed,3,Samsung,101,6,1.0
11123,exposed,2,Samsung,101,15,1.0
11124,exposed,16,Motorola,156,6,1.0
11125,exposed,21,Samsung,156,15,1.0
11126,control,2,Apple,101,15,0.0
11127,control,12,Apple,101,7,0.0
11128,exposed,4,Google,101,6,1.0
11129,exposed,15,Samsung,101,6,0.0
11130,exposed,4,Samsung,101,15,1.0
11131,exposed,3,Google,101,6,0.0
11132,control,23,Samsung,155,6,1.0
11133,exposed,1,Samsung,101,6,0.0
11134,exposed,16,Samsung,101,6,1.0
11135,exposed,23,Apple,101,7,0.0
11136,control,3,Apple,101,6,0.0
11137,exposed,19,Samsung,101,6,1.0
11138,control,3,Samsung,162,6,1.0
11139,exposed,17,Motorola,162,6,1.0
11140,exposed,6,Samsung,101,6,1.0
11141,exposed,16,Google,101,6,1.0
11142,control,23,Apple,101,6,0.0
11143,exposed,19,Google,101,6,1.0
11144,control,7,Samsung,162,6,0.0
11145,exposed,4,Google,101,6,1.0
11146,exposed,4,Google,101,6,0.0
11147,control,3,Apple,101,7,0.0
11148,exposed,9,Samsung,101,15,0.0
11149,exposed,16,Apple,176,7,0.0
11150,exposed,23,Google,101,6,1.0
11151,exposed,22,Apple,101,15,0.0
11152,exposed,15,Apple,101,7,0.0
11153,exposed,20,Samsung,101,6,1.0
11154,control,15,Apple,101,15,0.0
11155,control,10,Amazon,155,6,0.0
11156,control,20,Apple,101,15,0.0
11157,control,15,Apple,178,7,0.0
11158,exposed,8,Apple,178,7,1.0
11159,exposed,4,Google,101,6,1.0
11160,control,21,Apple,101,15,0.0
11161,exposed,10,Samsung,162,15,1.0
11162,control,1,Apple,101,7,0.0
11163,control,2,Apple,101,7,1.0
11164,exposed,5,LG,156,6,1.0
11165,control,10,Apple,173,7,0.0
11166,exposed,3,Samsung,162,6,1.0
11167,exposed,21,Apple,173,7,0.0
11168,exposed,2,Samsung,101,6,1.0
11169,control,11,Apple,101,7,0.0
11170,exposed,8,Google,101,6,1.0
11171,control,2,Apple,144,7,0.0
11172,exposed,1,Google,101,6,1.0
11173,exposed,7,razer,155,6,1.0
11174,exposed,1,LG,162,6,1.0
11175,exposed,22,Motorola,156,15,1.0
11176,exposed,17,Apple,101,7,0.0
11177,exposed,11,Samsung,162,6,1.0
11178,exposed,16,Samsung,179,6,1.0
11179,control,15,Apple,101,7,0.0
11180,exposed,14,Google,101,6,1.0
11181,exposed,18,Samsung,101,6,1.0
11182,exposed,18,Google,101,6,1.0
11183,control,5,Apple,101,7,0.0
11184,control,6,Apple,178,7,0.0
11185,exposed,2,LG,156,15,1.0
11186,control,19,Apple,101,15,0.0
11187,exposed,11,LG,155,6,1.0
11188,exposed,16,Samsung,156,6,1.0
11189,control,19,Apple,178,7,1.0
11190,exposed,1,Google,101,6,1.0
11191,exposed,4,Google,101,6,1.0
11192,exposed,14,Apple,101,15,0.0
11193,exposed,11,Apple,175,7,0.0
11194,exposed,7,Samsung,179,15,1.0
11195,control,22,Apple,101,6,0.0
11196,control,20,Apple,178,7,0.0
11197,control,2,Apple,101,7,0.0
11198,control,1,Apple,101,7,0.0
11199,exposed,1,Google,101,6,1.0
11200,exposed,16,Samsung,101,6,1.0
11201,exposed,11,Samsung,101,6,1.0
11202,exposed,1,Google,101,6,1.0
11203,control,23,Apple,101,7,0.0
11204,exposed,9,Samsung,101,15,1.0
11205,exposed,3,Samsung,101,6,1.0
11206,control,2,Apple,101,7,0.0
11207,exposed,5,Samsung,101,6,1.0
11208,exposed,22,LG,162,6,1.0
11209,control,5,Apple,174,6,0.0
11210,exposed,4,Motorola,162,6,1.0
11211,control,0,Apple,101,15,0.0
11212,exposed,3,Apple,101,7,1.0
11213,control,19,Apple,178,15,0.0
11214,exposed,0,Google,101,6,1.0
11215,exposed,13,Samsung,101,15,0.0
11216,exposed,8,Samsung,155,15,0.0
11217,exposed,18,Samsung,101,6,0.0
11218,exposed,14,Samsung,101,6,1.0
11219,exposed,18,Samsung,101,6,1.0
11220,control,15,Apple,174,7,0.0
11221,exposed,0,Motorola,156,15,0.0
11222,exposed,16,Apple,178,7,1.0
11223,control,3,Apple,101,7,0.0
11224,control,2,Apple,101,7,0.0
11225,exposed,7,Samsung,156,15,1.0
11226,exposed,17,Samsung,101,6,1.0
11227,exposed,23,Apple,178,7,1.0
11228,exposed,0,Samsung,162,15,0.0
11229,control,0,Apple,101,7,0.0
11230,control,13,Samsung,145,6,1.0
11231,control,2,Apple,101,7,0.0
11232,exposed,2,Apple,178,7,0.0
11233,exposed,19,Samsung,101,6,1.0
11234,exposed,1,Google,101,6,1.0
11235,control,10,Apple,171,7,0.0
11236,control,23,Apple,101,7,1.0
11237,control,20,Apple,101,7,0.0
11238,control,20,Motorola,162,6,0.0
11239,exposed,0,Samsung,156,15,1.0
11240,exposed,1,Samsung,101,15,1.0
11241,exposed,13,Samsung,101,6,1.0
11242,exposed,23,Apple,101,7,0.0
11243,exposed,2,Amazon,155,6,0.0
11244,exposed,3,Samsung,101,15,0.0
11245,exposed,23,Apple,101,7,1.0
11246,exposed,4,Samsung,101,6,1.0
11247,exposed,5,Google,101,15,1.0
11248,exposed,1,Samsung,162,6,1.0
11249,control,10,Apple,174,6,0.0
11250,control,1,Apple,178,7,0.0
11251,exposed,19,Google,101,6,1.0
11252,exposed,18,Samsung,101,6,0.0
11253,control,0,Samsung,162,6,0.0
11254,exposed,20,Google,101,6,1.0
11255,control,7,Apple,178,15,0.0
11256,control,0,Apple,101,7,1.0
11257,exposed,19,Samsung,101,6,1.0
11258,control,20,Apple,101,15,0.0
11259,exposed,23,Apple,101,7,0.0
11260,control,14,Apple,101,15,0.0
11261,exposed,16,Google,101,15,1.0
11262,exposed,4,Samsung,155,15,0.0
11263,exposed,19,Samsung,101,6,1.0
11264,control,12,Apple,167,7,0.0
11265,control,11,Apple,173,15,0.0
11266,control,16,Apple,178,6,0.0
11267,exposed,20,Google,101,6,1.0
11268,exposed,9,Apple,101,15,0.0
11269,exposed,1,Samsung,101,6,1.0
11270,exposed,15,Motorola,162,6,1.0
11271,exposed,1,Samsung,101,6,1.0
11272,exposed,19,Google,101,6,1.0
11273,control,1,Apple,101,7,0.0
11274,exposed,0,Samsung,101,15,0.0
11275,exposed,17,Samsung,101,6,1.0
11276,exposed,4,Samsung,101,6,1.0
11277,exposed,22,Google,101,6,1.0
11278,control,0,Apple,101,7,0.0
11279,exposed,3,Samsung,101,6,1.0
11280,exposed,5,Google,101,6,1.0
11281,exposed,1,Samsung,101,6,1.0
11282,exposed,3,Samsung,101,15,1.0
11283,exposed,10,Apple,101,15,1.0
11284,exposed,1,Samsung,155,15,0.0
11285,exposed,13,Samsung,101,15,0.0
11286,exposed,20,Apple,101,6,1.0
11287,exposed,13,LG,155,15,0.0
11288,exposed,17,Google,101,6,1.0
11289,exposed,17,Google,101,6,0.0
11290,exposed,3,OnePlus,162,6,1.0
11291,exposed,3,Samsung,101,6,1.0
11292,control,16,Apple,101,7,0.0
11293,control,7,Amazon,155,6,0.0
11294,exposed,11,Samsung,101,15,1.0
11295,exposed,17,Samsung,101,6,1.0
11296,exposed,19,Samsung,101,15,1.0
11297,exposed,11,Samsung,101,15,0.0
11298,exposed,0,Samsung,101,6,1.0
11299,exposed,2,Samsung,101,6,0.0
11300,exposed,23,Apple,101,7,0.0
11301,control,5,Samsung,162,6,0.0
11302,exposed,23,Apple,101,15,0.0
11303,exposed,16,Samsung,101,6,1.0
11304,control,2,Apple,171,7,0.0
11305,exposed,9,Apple,101,15,1.0
11306,exposed,12,Google,101,6,1.0
11307,exposed,18,Apple,101,15,0.0
11308,exposed,7,Samsung,101,6,1.0
11309,exposed,23,Samsung,156,6,0.0
11310,control,3,Apple,101,7,0.0
11311,control,3,Apple,101,7,0.0
11312,control,10,Apple,101,7,0.0
11313,control,17,Apple,101,7,0.0
11314,exposed,20,Samsung,101,6,1.0
11315,exposed,15,Samsung,101,6,1.0
11316,exposed,19,Samsung,101,6,1.0
11317,exposed,19,LG,155,6,1.0
11318,exposed,16,Google,101,6,1.0
11319,exposed,5,Motorola,156,15,0.0
11320,exposed,18,Apple,101,7,1.0
11321,exposed,20,Samsung,162,6,0.0
11322,exposed,14,Google,101,6,1.0
11323,control,2,Apple,101,15,0.0
11324,control,3,Apple,101,15,0.0
11325,exposed,22,Samsung,101,15,1.0
11326,control,22,Samsung,162,6,1.0
11327,exposed,5,Google,101,6,0.0
11328,exposed,19,Google,101,6,1.0
11329,control,2,Apple,174,6,0.0
11330,exposed,11,Amazon,141,6,0.0
11331,control,16,Apple,101,15,0.0
11332,control,21,Samsung,162,6,1.0
11333,exposed,2,Google,101,6,1.0
11334,exposed,11,Samsung,101,6,1.0
11335,control,15,Apple,171,6,0.0
11336,exposed,16,Samsung,101,6,1.0
11337,control,8,LG,155,6,0.0
11338,control,4,Apple,101,15,0.0
11339,exposed,1,Samsung,162,6,1.0
11340,exposed,6,Samsung,101,6,1.0
11341,control,3,Apple,101,6,0.0
11342,control,8,Apple,144,7,0.0
11343,control,8,Apple,101,15,0.0
11344,exposed,0,Samsung,162,15,1.0
11345,control,3,Apple,178,6,0.0
11346,control,22,Apple,101,6,0.0
11347,control,1,Apple,101,7,1.0
11348,exposed,0,Samsung,101,15,0.0
11349,exposed,3,Samsung,101,15,1.0
11350,exposed,5,Samsung,179,6,1.0
11351,exposed,3,ZTE,156,15,1.0
11352,exposed,12,Google,101,6,1.0
11353,exposed,8,Google,101,6,1.0
11354,exposed,13,Samsung,101,6,1.0
11355,control,2,Apple,101,7,0.0
11356,exposed,16,Apple,101,7,0.0
11357,control,8,Samsung,162,6,0.0
11358,exposed,3,Samsung,101,6,1.0
11359,exposed,2,Google,101,6,1.0
11360,exposed,23,Apple,178,7,1.0
11361,exposed,2,Google,101,6,1.0
11362,exposed,13,Samsung,101,6,1.0
11363,control,8,Apple,101,15,0.0
11364,exposed,21,Samsung,101,6,1.0
11365,exposed,3,Apple,175,7,1.0
11366,exposed,18,LG,155,15,1.0
11367,exposed,17,Samsung,101,6,1.0
11368,exposed,5,Samsung,101,6,1.0
11369,control,15,Apple,101,15,0.0
11370,control,20,Apple,101,7,0.0
11371,exposed,3,Samsung,101,6,1.0
11372,exposed,13,Google,101,6,1.0
11373,exposed,18,Google,101,6,1.0
11374,control,17,Apple,101,15,0.0
11375,control,2,Apple,101,6,0.0
11376,exposed,15,Tinno,155,15,1.0
11377,control,12,Apple,101,7,0.0
11378,exposed,4,Samsung,101,6,1.0
11379,control,7,Apple,101,7,0.0
11380,control,12,Apple,171,7,0.0
11381,control,20,Apple,101,7,0.0
11382,exposed,3,Samsung,155,15,1.0
11383,exposed,19,Google,101,6,1.0
11384,exposed,6,Apple,101,15,0.0
11385,control,15,Apple,101,6,0.0
11386,exposed,10,Google,101,6,1.0
11387,exposed,12,Google,101,6,1.0
11388,exposed,3,Apple,101,7,0.0
11389,exposed,20,Samsung,101,15,1.0
11390,exposed,21,Samsung,162,6,1.0
11391,exposed,21,Samsung,101,6,1.0
11392,exposed,23,Apple,101,15,0.0
11393,control,22,Apple,101,7,0.0
11394,control,6,Samsung,162,6,0.0
11395,control,1,Apple,175,7,0.0
11396,exposed,6,Google,101,6,1.0
11397,exposed,10,Samsung,101,6,1.0
11398,exposed,3,Samsung,101,15,0.0
11399,exposed,2,Samsung,101,6,1.0
11400,exposed,3,Google,101,6,1.0
11401,exposed,4,Samsung,101,6,0.0
11402,control,2,Apple,144,7,0.0
11403,exposed,16,Samsung,162,6,1.0
11404,exposed,10,Apple,101,7,0.0
11405,control,14,Apple,101,15,1.0
11406,control,0,Apple,101,6,1.0
11407,exposed,14,Apple,101,15,0.0
11408,exposed,3,Samsung,101,6,1.0
11409,exposed,21,Samsung,101,6,1.0
11410,exposed,23,Apple,101,7,0.0
11411,control,8,Apple,174,7,0.0
11412,exposed,3,Samsung,101,6,1.0
11413,control,0,Apple,101,7,0.0
11414,exposed,5,Samsung,101,6,1.0
11415,control,21,Apple,101,7,0.0
11416,control,22,Apple,101,15,0.0
11417,exposed,3,Google,101,6,1.0
11418,control,15,Apple,101,6,0.0
11419,control,12,Apple,101,7,1.0
11420,exposed,11,Samsung,101,6,0.0
11421,exposed,23,Samsung,101,6,1.0
11422,exposed,10,LG,154,15,1.0
11423,exposed,0,Samsung,162,6,1.0
11424,control,2,Apple,101,6,0.0
11425,exposed,6,Samsung,101,6,1.0
11426,exposed,2,Samsung,101,6,1.0
11427,control,1,Apple,166,7,0.0
11428,exposed,3,Samsung,155,6,1.0
11429,exposed,11,Samsung,101,6,1.0
11430,exposed,8,Apple,177,7,0.0
11431,control,20,Samsung,156,6,1.0
11432,exposed,21,Samsung,101,6,1.0
11433,exposed,17,Unimax,155,15,1.0
11434,control,6,Samsung,162,6,0.0
11435,control,13,Apple,178,7,0.0
11436,control,21,Apple,101,15,0.0
11437,exposed,21,Apple,173,7,0.0
11438,exposed,15,Samsung,101,6,1.0
11439,exposed,4,Samsung,101,6,1.0
11440,control,3,LG,162,6,0.0
11441,exposed,2,Samsung,101,6,1.0
11442,exposed,19,Samsung,162,6,0.0
11443,exposed,5,LG,156,15,0.0
11444,control,12,Apple,101,7,0.0
11445,exposed,16,Samsung,101,6,1.0
11446,exposed,1,Apple,101,7,0.0
11447,control,12,Apple,157,7,0.0
11448,control,7,Apple,101,7,1.0
11449,control,3,Samsung,155,6,0.0
11450,exposed,4,Samsung,101,6,1.0
11451,control,1,Apple,178,6,0.0
11452,control,2,Apple,101,7,0.0
11453,control,3,Apple,101,7,0.0
11454,exposed,12,Apple,174,6,0.0
11455,exposed,0,Google,101,6,1.0
11456,control,17,Apple,178,15,0.0
11457,control,20,Apple,101,7,1.0
11458,control,7,Apple,171,15,0.0
11459,control,3,Apple,178,7,0.0
11460,control,9,Apple,159,7,1.0
11461,exposed,5,Google,101,6,1.0
11462,exposed,14,Google,101,6,1.0
11463,exposed,18,Samsung,101,6,1.0
11464,exposed,13,Google,101,6,1.0
11465,control,2,Apple,101,15,1.0
11466,control,16,Apple,101,7,1.0
11467,exposed,2,Samsung,140,6,0.0
11468,exposed,14,Google,101,6,0.0
11469,exposed,13,Apple,101,15,0.0
11470,control,14,Apple,101,15,0.0
11471,control,17,Apple,101,7,0.0
11472,exposed,2,Samsung,179,6,1.0
11473,control,4,Apple,178,7,0.0
11474,exposed,1,Google,101,6,1.0
11475,exposed,3,Samsung,101,6,1.0
11476,exposed,0,Samsung,155,15,1.0
11477,exposed,7,Samsung,162,15,1.0
11478,exposed,2,HTC,155,15,0.0
11479,exposed,6,Google,101,6,0.0
11480,control,16,Apple,101,6,0.0
11481,exposed,0,Apple,101,7,0.0
11482,control,21,Apple,178,7,0.0
11483,control,2,Apple,171,15,0.0
11484,control,16,Amazon,155,6,0.0
11485,exposed,9,Samsung,101,6,1.0
11486,exposed,15,LG,162,6,1.0
11487,control,7,Apple,178,7,0.0
11488,exposed,0,Samsung,101,15,0.0
11489,control,15,Apple,101,6,1.0
11490,exposed,14,Samsung,101,6,0.0
11491,exposed,1,Samsung,156,6,1.0
11492,exposed,12,Samsung,162,6,0.0
11493,exposed,14,Google,101,6,0.0
11494,exposed,2,Google,101,6,1.0
11495,exposed,5,Samsung,101,6,1.0
11496,exposed,3,Google,101,6,1.0
11497,control,18,Apple,101,6,0.0
11498,control,21,Apple,101,7,0.0
11499,exposed,0,Coolpad,156,15,0.0
11500,exposed,15,Google,101,6,1.0
11501,control,2,Samsung,154,6,0.0
11502,control,23,Apple,101,7,0.0
11503,exposed,6,Samsung,179,15,0.0
11504,exposed,4,Samsung,162,15,0.0
11505,control,17,Apple,101,15,0.0
11506,control,1,Motorola,162,6,0.0
11507,control,21,Apple,174,15,0.0
11508,exposed,5,Google,101,6,0.0
11509,exposed,23,Apple,101,15,0.0
11510,exposed,7,Samsung,162,6,1.0
11511,exposed,4,Apple,101,15,0.0
11512,exposed,3,Samsung,162,6,1.0
11513,exposed,23,Apple,101,7,0.0
11514,exposed,14,Samsung,101,6,1.0
11515,exposed,17,Google,101,6,1.0
11516,exposed,8,Google,101,6,1.0
11517,control,16,Apple,101,15,0.0
11518,control,20,Apple,101,6,0.0
11519,exposed,23,Samsung,101,6,1.0
11520,exposed,18,Apple,177,7,0.0
11521,exposed,12,Apple,177,6,0.0
11522,control,23,Apple,101,15,0.0
11523,exposed,1,Huawei,155,6,1.0
11524,exposed,21,Samsung,156,6,1.0
11525,control,2,Apple,101,7,0.0
11526,exposed,5,Motorola,162,15,1.0
11527,exposed,23,Apple,178,15,0.0
11528,control,22,Apple,178,7,0.0
11529,exposed,16,Samsung,162,6,0.0
11530,control,16,Apple,101,15,0.0
11531,control,14,Apple,101,7,0.0
11532,exposed,0,Amazon,155,6,0.0
11533,exposed,2,Samsung,101,6,1.0
11534,control,20,Apple,101,15,0.0
11535,control,11,Apple,178,7,0.0
11536,control,4,Apple,173,7,0.0
11537,control,2,Apple,101,7,0.0
11538,exposed,2,Samsung,101,6,1.0
11539,exposed,1,Amazon,155,6,0.0
11540,exposed,4,Samsung,162,6,1.0
11541,control,9,Apple,178,6,0.0
11542,exposed,13,Samsung,101,6,1.0
11543,control,21,Apple,101,15,0.0
11544,control,15,Apple,101,15,0.0
11545,exposed,8,Apple,101,15,1.0
11546,exposed,16,Google,101,6,1.0
11547,exposed,1,Motorola,155,6,1.0
11548,control,0,Amazon,141,6,0.0
11549,control,0,Samsung,101,6,0.0
11550,control,16,Apple,101,6,0.0
11551,control,14,Apple,101,15,0.0
11552,exposed,19,Google,101,6,1.0
11553,exposed,16,Samsung,101,6,1.0
11554,exposed,7,Samsung,162,6,1.0
11555,control,15,Apple,101,7,0.0
11556,control,5,Apple,101,15,0.0
11557,exposed,19,Samsung,101,6,1.0
11558,exposed,19,Samsung,155,6,0.0
11559,exposed,23,Apple,101,7,0.0
11560,exposed,16,Samsung,101,15,1.0
11561,exposed,10,Google,101,6,1.0
11562,exposed,12,Google,101,15,1.0
